record_type,cohort,validation,outcome_metric,outcome_formulation,baseline_scope,comparison_key,estimate,ci_lower,ci_upper,bootstrap_se,n_persons,pool_method,Q,I2,notes
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,context,R4_joint_residual_minus_BASE,0.0503047772131079,0.0293914320041077,0.0712181224221082,0.0106700740862246,3121,inverse_variance_fixed_effect_descriptive,0.0123015126899841,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,current_state,R3_joint_raw_minus_BASE,0.0014555742363803,-0.002783635651024,0.0056947841237847,0.0021628621874512,3121,inverse_variance_fixed_effect_descriptive,0.0851649781846358,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0077176428951014,0.0005413263964511,0.0148939593937517,0.0036613859686991,3121,inverse_variance_fixed_effect_descriptive,0.5975974039205896,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0016099225120458,-0.0031898490999052,0.006409694123997,0.002448863067322,3121,inverse_variance_fixed_effect_descriptive,0.0536504148151066,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0074297002304686,0.00063525051617,0.0142241499447671,0.0034665559766829,3121,inverse_variance_fixed_effect_descriptive,0.9952750653709276,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,context,R3_joint_raw_minus_BASE,-0.0125612873869384,-0.0555539533213116,0.0304313785474348,0.0219350336399863,927,inverse_variance_fixed_effect_descriptive,5.326981690204148,81.22764337938476,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,context,R4_joint_residual_minus_BASE,-0.0087430374747475,-0.0545916192109397,0.0371055442614446,0.0233921335388735,927,inverse_variance_fixed_effect_descriptive,4.654337326308771,78.51466428212085,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,current_state,R3_joint_raw_minus_BASE,-0.0078054695483212,-0.0224999216036161,0.0068889825069737,0.0074971694159668,927,inverse_variance_fixed_effect_descriptive,2.5454708551276566,60.714537430842064,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,current_state,R4_joint_residual_minus_BASE,-0.0096858486331516,-0.0263761211800012,0.0070044239136979,0.008515445176964,927,inverse_variance_fixed_effect_descriptive,1.7371708080865491,42.435136755407754,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,-0.006877815871132,-0.0209767970575644,0.0072211653153003,0.0071933577481798,927,inverse_variance_fixed_effect_descriptive,1.982543388477949,49.559742005559514,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,-0.0099535452823889,-0.0252877903674917,0.0053806998027137,0.0078235944311748,927,inverse_variance_fixed_effect_descriptive,1.5545327682127392,35.67198965193192,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,context,R3_joint_raw_minus_BASE,0.0212419083723492,-0.0148608171686553,0.0573446339133538,0.0184197579290839,927,inverse_variance_fixed_effect_descriptive,11.594186932487077,91.3749881227291,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,context,R4_joint_residual_minus_BASE,0.0364409212871013,-0.0058266231888811,0.0787084657630838,0.0215650737122359,927,inverse_variance_fixed_effect_descriptive,9.494425576568611,89.46750393759567,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,current_state,R3_joint_raw_minus_BASE,0.0049640777188638,-0.0036434512036107,0.0135716066413383,0.0043915963890176,927,inverse_variance_fixed_effect_descriptive,4.383706722670212,77.1882549800029,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0099775408429779,-0.0037343002534094,0.0236893819393654,0.0069958372940752,927,inverse_variance_fixed_effect_descriptive,0.2734036665984588,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0043730028414756,-0.0050728259294591,0.0138188316124104,0.004819300393334,927,inverse_variance_fixed_effect_descriptive,4.150447211820973,75.90621084995661,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0103965951270355,-0.003263930300155,0.024057120554226,0.0069696558301992,927,inverse_variance_fixed_effect_descriptive,0.1967885506293232,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,context,split_cross_form_minus_BASE,-0.0010496937704178,-0.0017218313902661,-0.0003775561505695,0.0003429273570654,3083,inverse_variance_fixed_effect_descriptive,0.1557231914608786,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,current_state,split_cross_form_minus_BASE,-0.0011401666729365,-0.0019855009567914,-0.0002948323890816,0.0004312930019668,3083,inverse_variance_fixed_effect_descriptive,1.1458454121510009,12.7281927042163,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0011722034942184,-0.0020190808830726,-0.0003253261053642,0.0004320803004358,3083,inverse_variance_fixed_effect_descriptive,1.207769237423656,17.202726397209567,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,context,split_cross_form_minus_BASE,0.0154706433717446,0.0050315944797618,0.0259096922637274,0.0053260453530524,3073,inverse_variance_fixed_effect_descriptive,0.1495864732615078,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,current_state,split_cross_form_minus_BASE,-0.000274810756045,-0.0019706531771689,0.0014210316650787,0.0008652257250631,3073,inverse_variance_fixed_effect_descriptive,0.672704040081584,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0002234023969978,-0.0021770910579387,0.0017302862639429,0.0009967799290514,3073,inverse_variance_fixed_effect_descriptive,0.572745852878656,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,context,split_cross_form_minus_BASE,-0.0004948403484785,-0.0022415655931222,0.0012518848961651,0.000891186349308,914,inverse_variance_fixed_effect_descriptive,1.8103436923218803,44.76187012216245,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,current_state,split_cross_form_minus_BASE,0.0001059452904881,-0.0010067179124419,0.0012186084934181,0.0005676853076173,914,inverse_variance_fixed_effect_descriptive,1.0036429156147806,0.3629692949657418,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,9.851780634749169e-05,-0.0010781982816862,0.0012752338943812,0.0006003653510376,914,inverse_variance_fixed_effect_descriptive,0.9930326534853356,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,context,split_cross_form_minus_BASE,0.0010366009910618,-0.0166533439112477,0.0187265458933713,0.009025482093015,912,inverse_variance_fixed_effect_descriptive,9.126892542632431,89.04336831699375,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,current_state,split_cross_form_minus_BASE,-0.0090475739935526,-0.0135131491099732,-0.0045819988771321,0.0022783546512349,912,inverse_variance_fixed_effect_descriptive,1.207382422118811,17.176200209613764,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0098903479145346,-0.015186523537576,-0.0045941722914932,0.002702130419919,912,inverse_variance_fixed_effect_descriptive,0.6653776345850737,0.0,two cohorts only; not a definitive meta-analysis
